ts,ms_played,master_metadata_track_name,master_metadata_album_artist_name,master_metadata_album_album_name,spotify_track_uri,episode_name,episode_show_name,spotify_episode_uri,audiobook_title,audiobook_uri,audiobook_chapter_uri,audiobook_chapter_title,reason_start,reason_end,shuffle,skipped,offline,offline_timestamp,incognito_mode
2023-08-24T12:51:14Z,121868,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,Until I Found You,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,,,,,,,,trackdone,logout,True,False,False,1692880749.0,False
2023-08-24T13:02:19Z,8154,Until I Found You (with Em Beihold) - Em Beihold Version,Stephen Sanchez,Until I Found You,spotify:track:1Y3LN4zO1Edc2EluIoSPJN,,,,,,,,appload,fwdbtn,True,True,False,1692882130.0,False
2023-08-24T13:02:21Z,1176,Arcade,Duncan Laurence,Small Town Boy,spotify:track:1J14CdDAvBTE1AJYUOwl6C,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882139.0,False
2023-08-24T13:02:25Z,0,As It Was,Harry Styles,Harry's House,spotify:track:4Dvkj6JhhA12EX05fT7y2e,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882140.0,False
2023-08-24T13:02:26Z,852,Angels Like You,Miley Cyrus,Plastic Hearts,spotify:track:1daDRI9ahBonbWD8YcxOIB,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882145.0,False
2023-08-24T13:02:27Z,0,Infinity,Jaymes Young,Feel Something,spotify:track:1SOClUWhOi8vHZYMz3GluK,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882146.0,False
2023-08-24T13:02:29Z,1796,Love In The Dark,Adele,25,spotify:track:0DuWDLjriRPjDRoPgaCslY,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882147.0,False
2023-08-24T13:02:31Z,1109,Talking to the Moon,Bruno Mars,Take a Look at My Girlfriend,spotify:track:3zqOg7EyuhEsvZCRbS6w7j,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882149.0,False
2023-08-24T13:02:32Z,888,MIDDLE OF THE NIGHT,Elley Duhé,MIDDLE OF THE NIGHT,spotify:track:58HvfVOeJY7lUuCqF0m3ly,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882150.0,False
2023-08-24T13:02:34Z,0,Flowers,Miley Cyrus,Endless Summer Vacation,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882151.0,False
2023-08-24T13:02:34Z,0,abcdefu,GAYLE,abcdefu,spotify:track:4fouWK6XVHhzl78KzQ1UjL,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882153.0,False
2023-08-24T13:02:35Z,622,lovely (with Khalid),Billie Eilish,lovely (with Khalid),spotify:track:0u2P5u6lvoDfwTYjAADbn4,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882154.0,False
2023-08-24T13:02:36Z,398,Dusk Till Dawn (feat. Sia) - Radio Edit,ZAYN,Icarus Falls,spotify:track:3e7sxremeOE3wTySiOhGiP,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882155.0,False
2023-08-24T13:02:36Z,23,Glimpse of Us,Joji,SMITHEREENS,spotify:track:4ewazQLXFTDC8XvCbhvtXs,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882155.0,False
2023-08-24T13:02:37Z,0,blame's on me,Alexander Stewart,blame's on me,spotify:track:1veHwv1HPwzOvlhs5jPxeP,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882156.0,False
2023-08-24T13:02:38Z,745,Ghost Town,Benson Boone,Ghost Town,spotify:track:135Lf4Q0CzlMNfOxbEUsLH,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882157.0,False
2023-08-24T13:02:39Z,447,Heather,Conan Gray,Kid Krow,spotify:track:1hgNhooPszJZOZ0gLBU88t,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882158.0,False
2023-08-24T13:02:39Z,0,Ghost,Justin Bieber,Justice,spotify:track:6I3mqTwhRpn34SLVafSH7G,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882158.0,False
2023-08-24T13:02:40Z,463,Hold On,Chord Overstreet,Hold On,spotify:track:5vjLSffimiIP26QG5WcN2K,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882159.0,False
2023-08-24T13:02:41Z,0,drivers license,Olivia Rodrigo,SOUR,spotify:track:5wANPM4fQCJwkGd4rN57mH,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882159.0,False
2023-08-24T13:02:41Z,0,Bored,Billie Eilish,Bored,spotify:track:04sN26COy28wTXYj3dMoiZ,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882160.0,False
2023-08-24T13:02:42Z,23,Kill Bill,SZA,SOS,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882161.0,False
2023-08-24T13:02:43Z,0,Left and Right (Feat. Jung Kook of BTS),Charlie Puth,CHARLIE,spotify:track:5Odq8ohlgIbQKMZivbWkEo,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692882161.0,False
2023-08-24T13:03:05Z,21947,Easy On Me,Adele,30,spotify:track:46IZ0fSY2mpAiktS3KOqds,,,,,,,,fwdbtn,endplay,True,True,False,1692882162.0,False
2023-08-24T13:03:32Z,15004,Seven (feat. Latto),Jung Kook,Seven (feat. Latto),spotify:track:5Avril3IZ26DPVFHbJX8o6,,,,,,,,clickrow,fwdbtn,True,True,False,1692882188.0,False
2023-08-24T13:03:34Z,1466,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),spotify:track:27rdGxbavYJeBphck5MZAF,,,,,,,,fwdbtn,backbtn,True,True,False,1692882212.0,False
2023-08-24T13:13:50Z,9750,Seven (feat. Latto),Jung Kook,Seven (feat. Latto),spotify:track:5Avril3IZ26DPVFHbJX8o6,,,,,,,,backbtn,logout,True,False,False,1692882213.0,False
2023-08-24T17:26:26Z,184400,Seven (feat. Latto),Jung Kook,Seven (feat. Latto),spotify:track:7x9aauaA9cu6tyfpHnqDLo,,,,,,,,clickrow,trackdone,True,False,False,1692897802.0,False
2023-08-24T17:26:30Z,2556,Hayolim Senda,Tohir Sodiqov,Albom 1996,spotify:track:3E5vMofMkgAMGgm4L8vcOp,,,,,,,,trackdone,fwdbtn,True,True,False,1692897986.0,False
2023-08-24T17:26:34Z,4088,Bilmaysan,Lola,Bilmaysan,spotify:track:66KKv5F9lTYbtMYkKLM9IU,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692897990.0,False
2023-08-24T17:26:36Z,240,CUFF IT,Beyoncé,RENAISSANCE,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692897994.0,False
2023-08-24T17:26:50Z,13725,Bananza (Belly Dancer),Akon,Trouble Deluxe Edition,spotify:track:3BwkldhE22DdxOcXegF2Kv,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692897996.0,False
2023-08-24T17:30:13Z,204093,I GUESS I'M IN LOVE,Clinton Kane,I GUESS I'M IN LOVE,spotify:track:1is8gU4RVcN4J8xItxWoOY,,,,,,,,fwdbtn,trackdone,True,False,False,1692898010.0,False
2023-08-24T17:30:54Z,39074,Onam,Nilufar Usmonova,Onam,spotify:track:6cQMsVvwSXJlZ0Byz0ESRV,,,,,,,,trackdone,fwdbtn,True,True,False,1692898213.0,False
2023-08-24T17:30:55Z,947,X.O,The Limba,X.O,spotify:track:6o92Z50qYohU4Q03xbMneu,,,,,,,,fwdbtn,fwdbtn,True,True,False,1692898254.0,False
2023-08-24T17:34:50Z,236053,Young And Beautiful,Lana Del Rey,Young And Beautiful,spotify:track:2nMeu6UenVvwUktBCpLMK9,,,,,,,,fwdbtn,trackdone,True,False,False,1692898255.0,False
2023-08-24T17:38:59Z,248373,Car's Outside,James Arthur,YOU,spotify:track:0otRX6Z89qKkHkQ9OqJpKt,,,,,,,,trackdone,trackdone,True,False,False,1692898490.0,False
2023-08-24T18:12:48Z,31773,Как любовь твою понять?,JONY,Как любовь твою понять?,spotify:track:1yV7CWCFoF6cobwBIFl2rq,,,,,,,,trackdone,logout,True,False,False,1692898739.0,False
2023-08-27T05:39:24Z,2512,All I Want,Kodaline,In A Perfect World,spotify:track:0NlGoUyOJSuSHmngoibVAs,,,,,,,,fwdbtn,fwdbtn,True,True,False,1693114761.0,False
2023-08-27T05:39:25Z,23,A Thousand Miles,Vanessa Carlton,Be Not Nobody,spotify:track:4w1lzcaoZ1IC2K5TwjalRP,,,,,,,,fwdbtn,fwdbtn,True,True,False,1693114764.0,False
2023-08-27T05:39:26Z,1184,STAY (with Justin Bieber),The Kid LAROI,STAY (with Justin Bieber),spotify:track:5HCyWlXZPP0y6Gqq8TgA20,,,,,,,,fwdbtn,backbtn,True,True,False,1693114765.0,False
2023-08-27T05:39:50Z,23327,A Thousand Miles,Vanessa Carlton,Be Not Nobody,spotify:track:4w1lzcaoZ1IC2K5TwjalRP,,,,,,,,backbtn,fwdbtn,True,True,False,1693114767.0,False
2023-08-27T05:39:52Z,1183,STAY (with Justin Bieber),The Kid LAROI,STAY (with Justin Bieber),spotify:track:5HCyWlXZPP0y6Gqq8TgA20,,,,,,,,fwdbtn,fwdbtn,True,True,False,1693114790.0,False
2023-08-27T05:40:24Z,31537,Hey Sexy Lady,Shaggy,Lucky Day,spotify:track:4u8IPU322yG7mNrqv89GGL,,,,,,,,fwdbtn,fwdbtn,True,True,False,1693114792.0,False
2023-08-27T05:40:42Z,16792,Cruel Summer,Taylor Swift,Lover,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,,,,,,,,fwdbtn,fwdbtn,True,True,False,1693114824.0,False
2023-08-27T05:40:44Z,2062,СОЛНЦЕ МОНАКО (Tha Remix),Lusia Chebotina,СОЛНЦЕ МОНАКО (Tha Remix),spotify:track:56vbR6vkOTNRehnuv8gNBF,,,,,,,,fwdbtn,fwdbtn,True,True,False,1693114842.0,False
2023-08-27T05:40:47Z,2950,Hall of Fame (feat. will.i.am),The Script,#3 Deluxe Version,spotify:track:7wMq5n8mYSKlQIGECKUgTX,,,,,,,,fwdbtn,fwdbtn,True,True,False,1693114844.0,False
2023-08-27T05:40:51Z,3581,Live A Little,Chaz Cardigan,Live A Little,spotify:track:4TMVC63HZDYaTGtlhbM95i,,,,,,,,fwdbtn,fwdbtn,True,True,False,1693114847.0,False
2023-08-27T05:40:54Z,1272,"Let It Go - From ""Frozen""/Soundtrack Version",Idina Menzel,Frozen - Original Motion Picture Soundtrack / Deluxe Edition,spotify:track:0qcr5FMsEO85NAQjrlDRKo,,,,,,,,fwdbtn,fwdbtn,True,True,False,1693114851.0,False
2023-08-27T05:40:55Z,256,drivers license,Olivia Rodrigo,SOUR,spotify:track:5wANPM4fQCJwkGd4rN57mH,,,,,,,,fwdbtn,fwdbtn,True,True,False,1693114854.0,False
2023-08-27T05:41:12Z,16388,Señorita,Shawn Mendes,Shawn Mendes,spotify:track:6v3KW9xbzN5yKLt9YKDYA2,,,,,,,,fwdbtn,fwdbtn,True,True,False,1693114855.0,False
2023-08-27T05:41:13Z,1307,Cradles,Sub Urban,Cradles,spotify:track:47UFoOuvrkt4khE7c5aap6,,,,,,,,fwdbtn,fwdbtn,True,True,False,1693114872.0,False
2023-08-27T05:41:14Z,23,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,Nine Track Mind,spotify:track:06KyNuuMOX1ROXRhj787tj,,,,,,,,fwdbtn,fwdbtn,True,True,False,1693114873.0,False
2023-08-27T05:41:17Z,2132,traitor,Olivia Rodrigo,SOUR,spotify:track:5CZ40GBx1sQ9agT82CLQCT,,,,,,,,fwdbtn,backbtn,True,True,False,1693114874.0,False
2023-08-27T05:41:17Z,23,We Don't Talk Anymore (feat. Selena Gomez),Charlie Puth,Nine Track Mind,spotify:track:06KyNuuMOX1ROXRhj787tj,,,,,,,,backbtn,backbtn,True,True,False,1693114877.0,False
2023-08-27T06:03:32Z,3500,Cradles,Sub Urban,Cradles,spotify:track:47UFoOuvrkt4khE7c5aap6,,,,,,,,backbtn,logout,True,False,False,1693114877.0,False
2023-08-27T15:39:19Z,8897,Seven (feat. Latto),Jung Kook,Seven (feat. Latto),spotify:track:7x9aauaA9cu6tyfpHnqDLo,,,,,,,,clickrow,fwdbtn,False,True,False,1693150749.0,False
2023-08-27T15:39:23Z,3632,Cruel Summer,Taylor Swift,Lover,spotify:track:1BxfuPKGuaTgP7aM0Bbdwr,,,,,,,,fwdbtn,endplay,False,True,False,1693150759.0,False
2023-08-27T15:39:32Z,7487,LALA,Myke Towers,LA VIDA ES UNA,spotify:track:7ABLbnD53cQK00mhcaOUVG,,,,,,,,clickrow,fwdbtn,False,True,False,1693150763.0,False
2023-08-27T15:39:33Z,446,"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,"What Was I Made For? [From The Motion Picture ""Barbie""]",spotify:track:6wf7Yu7cxBSPrRlWeSeK0Q,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150772.0,False
2023-08-27T15:39:46Z,11503,Paint The Town Red,Doja Cat,Paint The Town Red,spotify:track:2IGMVunIBsBLtEQyoI1Mu7,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150773.0,False
2023-08-27T15:39:48Z,1135,Dance The Night - From Barbie The Album,Dua Lipa,Dance The Night (From Barbie The Album),spotify:track:1vYXt7VSjH9JIM5oRRo7vA,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150786.0,False
2023-08-27T15:39:51Z,2225,Columbia,Quevedo,Columbia,spotify:track:6XbtvPmIpyCbjuT0e8cQtp,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150787.0,False
2023-08-27T15:39:53Z,800,vampire,Olivia Rodrigo,vampire,spotify:track:3k79jB4aGmMDUQzEwa46Rz,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150791.0,False
2023-08-27T15:40:02Z,6921,fukumean,Gunna,a Gift & a Curse,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150793.0,False
2023-08-27T15:40:06Z,3821,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,Barbie World (with Aqua) [From Barbie The Album],spotify:track:741UUVE2kuITl0c6zuqqbO,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150801.0,False
2023-08-27T15:40:10Z,2902,QLONA,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),spotify:track:5RqSsdzTNPX1uzkmlHCFvK,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150806.0,False
2023-08-27T15:40:24Z,13049,Sprinter,Dave,Sprinter,spotify:track:2FDTHlrBguDzQkp7PVj16Q,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150810.0,False
2023-08-27T15:40:26Z,1591,Super Shy,NewJeans,NewJeans 'Super Shy',spotify:track:5sdQOyqq2IDhvmx2lHOpwd,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150824.0,False
2023-08-27T15:40:27Z,793,Daylight,David Kushner,Daylight,spotify:track:1odExI7RdWc4BT515LTAwj,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150826.0,False
2023-08-27T15:40:33Z,4890,WHERE SHE GOES,Bad Bunny,WHERE SHE GOES,spotify:track:7ro0hRteUMfnOioTFI5TG1,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150827.0,False
2023-08-27T15:40:37Z,3347,bad idea right?,Olivia Rodrigo,bad idea right?,spotify:track:2i8f4VnnBjy0yDqH2C452a,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150833.0,False
2023-08-27T15:40:38Z,550,As It Was,Harry Styles,Harry's House,spotify:track:4Dvkj6JhhA12EX05fT7y2e,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150837.0,False
2023-08-27T15:40:39Z,285,Flowers,Miley Cyrus,Endless Summer Vacation,spotify:track:4DHcnVTT87F0zZhRPYmZ3B,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150838.0,False
2023-08-27T15:40:40Z,784,Kill Bill,SZA,SOS,spotify:track:1Qrg8KqiBpW07V7PNxwwwL,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150839.0,False
2023-08-27T15:40:42Z,171,CLASSY 101,Feid,CLASSY 101,spotify:track:6XSqqQIy7Lm7SnwxS4NrGx,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150840.0,False
2023-08-27T15:41:26Z,41865,(It Goes Like) Nanana - Edit,Peggy Gou,(It Goes Like) Nanana,spotify:track:23RoR84KodL5HWvUTneQ1w,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150841.0,False
2023-08-27T15:41:30Z,4108,LADY GAGA,Peso Pluma,GÉNESIS,spotify:track:7mXuWTczZNxG5EDcjFEuJR,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150885.0,False
2023-08-27T15:41:39Z,7441,La Bebe - Remix,Yng Lvcas,La Bebe,spotify:track:2UW7JaomAMuX9pZrjVpHAU,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150890.0,False
2023-08-27T15:41:40Z,1405,MI EX TENÍA RAZÓN,KAROL G,MAÑANA SERÁ BONITO (BICHOTA SEASON),spotify:track:54zcJnb3tp9c5OVKREZ1Is,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150898.0,False
2023-08-27T15:41:46Z,4058,Love Me Again,V,Layover,spotify:track:2N0SPREDYqILVEFSsWF5N5,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150900.0,False
2023-08-27T15:41:48Z,1857,I Wanna Be Yours,Arctic Monkeys,AM,spotify:track:5XeFesFbtLpXzIVDNQP22n,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150906.0,False
2023-08-27T15:41:51Z,1890,Ella Baila Sola,Eslabon Armado,DESVELADO,spotify:track:3qQbCzHBycnDpGskqOWY0E,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150908.0,False
2023-08-27T15:42:06Z,13608,Like Crazy,Jimin,FACE,spotify:track:3Ua0m0YmEjrMi9XErKcNiR,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150911.0,False
2023-08-27T15:42:09Z,2378,august,Taylor Swift,folklore,spotify:track:3hUxzQpSfdDqwM3ZTFQY0K,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150926.0,False
2023-08-27T15:42:11Z,1837,Popular (with Playboi Carti & Madonna) - From The Idol Vol. 1 (Music from the HBO Original Series),The Weeknd,Popular,spotify:track:6WzRpISELf3YglGAh7TXcG,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150928.0,False
2023-08-27T15:42:19Z,5721,Style,Taylor Swift,1989,spotify:track:0ug5NqcwcFR2xrfTkc7k8e,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150931.0,False
2023-08-27T15:42:25Z,5463,Primera Cita,Carin Leon,Colmillo De Leche,spotify:track:25OeKzcqakFPaJlXHPE5lm,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150938.0,False
2023-08-27T15:42:27Z,0,Blank Space,Taylor Swift,1989,spotify:track:1u8c2t2Cy7UBoG4ArRcF5g,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150945.0,False
2023-08-27T15:42:28Z,165,Anti-Hero,Taylor Swift,Midnights,spotify:track:0V3wPSX9ygBnCm8psDIegu,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150946.0,False
2023-08-27T15:42:30Z,0,MELTDOWN (feat. Drake),Travis Scott,UTOPIA,spotify:track:67nepsnrcZkowTxMWigSbb,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150947.0,False
2023-08-27T15:42:31Z,0,un x100to,Grupo Frontera,El Comienzo,spotify:track:4QctbZRsuWYPT0pbKg7u75,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150949.0,False
2023-08-27T15:42:32Z,0,FE!N (feat. Playboi Carti),Travis Scott,UTOPIA,spotify:track:42VsgItocQwOQC3XWZ8JNA,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693150950.0,False
2023-08-27T15:42:43Z,10443,Cupid - Twin Ver.,FIFTY FIFTY,The Beginning: Cupid,spotify:track:7FbrGaHYVDmfr7KoLIZnQ7,,,,,,,,fwdbtn,endplay,False,True,False,1693150952.0,False
2023-08-27T15:42:46Z,3014,Rich Men North of Richmond,Oliver Anthony Music,Rich Men North of Richmond,spotify:track:78Du4CMFgnhdlG33gblkiP,,,,,,,,clickrow,endplay,False,True,False,1693150963.0,False
2023-08-27T15:43:08Z,20768,Last Night,Morgan Wallen,One Thing At A Time,spotify:track:7K3BhSpAxZBznislvUMVtn,,,,,,,,clickrow,endplay,False,True,False,1693150966.0,False
2023-08-27T15:43:22Z,13350,Die For You,The Weeknd,Starboy,spotify:track:2LBqCSwhJGcFQeTHMVGwy3,,,,,,,,clickrow,endplay,False,True,False,1693150987.0,False
2023-08-27T15:43:24Z,1666,Heeriye (feat. Arijit Singh),Jasleen Royal,Heeriye (feat. Arijit Singh),spotify:track:5PUXKVVVQ74C3gl5vKy9Li,,,,,,,,clickrow,endplay,False,True,False,1693151001.0,False
2023-08-27T15:43:37Z,11968,K-POP,Travis Scott,K-POP,spotify:track:5L3ecxQnQ9qTBmnLQiwf0C,,,,,,,,clickrow,endplay,False,True,False,1693151004.0,False
2023-08-27T15:43:51Z,11954,TIL FURTHER NOTICE (feat. James Blake & 21 Savage),Travis Scott,UTOPIA,spotify:track:76gcXhY3Zv6wW0BTe9nHJo,,,,,,,,playbtn,endplay,True,True,False,1693151018.0,False
2023-08-27T15:43:56Z,4227,Paint The Town Red,Doja Cat,Paint The Town Red,spotify:track:2IGMVunIBsBLtEQyoI1Mu7,,,,,,,,clickrow,fwdbtn,False,True,False,1693151031.0,False
2023-08-27T15:44:01Z,4420,Rich Men North of Richmond,Oliver Anthony Music,Rich Men North of Richmond,spotify:track:78Du4CMFgnhdlG33gblkiP,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693151036.0,False
2023-08-27T15:44:08Z,6904,fukumean,Gunna,a Gift & a Curse,spotify:track:4rXLjWdF2ZZpXCVTfWcshS,,,,,,,,fwdbtn,endplay,False,True,False,1693151040.0,False
2023-08-27T15:44:30Z,20715,vampire,Olivia Rodrigo,vampire,spotify:track:3k79jB4aGmMDUQzEwa46Rz,,,,,,,,clickrow,fwdbtn,False,True,False,1693151048.0,False
2023-08-27T15:44:48Z,17218,Barbie World (with Aqua) [From Barbie The Album],Nicki Minaj,Barbie World (with Aqua) [From Barbie The Album],spotify:track:741UUVE2kuITl0c6zuqqbO,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693151069.0,False
2023-08-27T15:44:56Z,0,Fast Car,Luke Combs,Gettin' Old,spotify:track:1Lo0QY9cvc8sUB2vnIOxDT,,,,,,,,clickrow,endplay,False,True,False,1693151095.0,False
2023-08-27T15:44:56Z,7847,bad idea right?,Olivia Rodrigo,bad idea right?,spotify:track:2i8f4VnnBjy0yDqH2C452a,,,,,,,,fwdbtn,endplay,False,True,False,1693151087.0,False
2023-08-27T15:44:57Z,200,I KNOW ?,Travis Scott,UTOPIA,spotify:track:6wsqVwoiVH2kde4k4KKAFU,,,,,,,,clickrow,endplay,False,True,False,1693151096.0,False
2023-08-27T15:45:09Z,11188,I KNOW ?,Travis Scott,UTOPIA,spotify:track:6wsqVwoiVH2kde4k4KKAFU,,,,,,,,clickrow,endplay,False,True,False,1693151096.0,False
2023-08-27T15:45:18Z,8407,Something in the Orange,Zach Bryan,Something in the Orange,spotify:track:3WMj8moIAXJhHsyLaqIIHI,,,,,,,,clickrow,endplay,False,True,False,1693151108.0,False
2023-08-27T15:46:26Z,65472,Religiously,Bailey Zimmerman,Religiously. The Album.,spotify:track:0bILU0UiNDmA5Ff6whhb2R,,,,,,,,clickrow,endplay,False,True,False,1693151118.0,False
2023-08-27T15:46:50Z,14630,Чина,Irina Kairatovna,Чина,spotify:track:4LBkEsigdY1ojpMUXf9KXq,,,,,,,,clickrow,fwdbtn,False,True,False,1693151186.0,False
2023-08-27T15:46:51Z,1296,Seven (feat. Latto),Jung Kook,Seven (feat. Latto),spotify:track:7x9aauaA9cu6tyfpHnqDLo,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693151209.0,False
2023-08-27T15:46:59Z,7079,Paint The Town Red,Doja Cat,Paint The Town Red,spotify:track:2IGMVunIBsBLtEQyoI1Mu7,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693151211.0,False
2023-08-27T15:47:08Z,7324,Automotivo Bibi Fogosa,Bibi Babydoll,Automotivo Bibi Fogosa,spotify:track:4kRLRWnn5u9wO2wOKAAdEN,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693151219.0,False
2023-08-27T15:47:14Z,5505,Расстояние,Ulukmanapo,Расстояние,spotify:track:0dY8qhMk6KOxw51j36GtlM,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693151227.0,False
2023-08-27T15:47:54Z,40243,Adjare Gudju,Hiro,Adjare Gudju,spotify:track:621yAnSarqjYZpD8Zv9fTX,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693151233.0,False
2023-08-27T15:48:18Z,23083,MONTAGEM - PR FUNK,S3BZS,MONTAGEM - PR FUNK,spotify:track:6njJR3OIp3oA0Kc4aC9Tzf,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693151274.0,False
2023-08-27T15:48:23Z,4971,Очи,Bakr,Очи,spotify:track:3qPi9H4HOdYIl9Lr4WPLJU,,,,,,,,fwdbtn,fwdbtn,False,True,False,1693151298.0,False
2023-08-27T15:48:35Z,9939,После дождя,V $ X V PRiNCE,Папа,spotify:track:00ebGdxZ77EcYqI41r5iCt,,,,,,,,fwdbtn,endplay,False,True,False,1693151303.0,False
2023-08-27T15:48:38Z,468,После дождя,V $ X V PRiNCE,Папа,spotify:track:00ebGdxZ77EcYqI41r5iCt,,,,,,,,backbtn,fwdbtn,False,True,False,1693151317.0,False
2023-08-27T15:48:38Z,2051,Aiga qarap,Sadraddin,Aiga qarap,spotify:track:0Wq7dV7Oi0cGJQ2xG1qdux,,,,,,,,clickrow,backbtn,False,True,False,1693151314.0,False
2023-08-27T15:48:45Z,6007,Aiga qarap,Sadraddin,Aiga qarap,spotify:track:0Wq7dV7Oi0cGJQ2xG1qdux,,,,,,,,fwdbtn,endplay,False,True,False,1693151318.0,False
2023-08-27T15:49:01Z,14069,Мурашки,V $ X V PRiNCE,NOVЫЙ,spotify:track:33r51tO7fefxJw4dKsY1qa,,,,,,,,clickrow,endplay,False,True,False,1693151325.0,False
2023-08-27T15:49:08Z,5006,Это любовь,Skryptonite,Дом с нормальными явлениями,spotify:track:1P9oRiZJWnxe2pZmYUZ5eC,,,,,,,,clickrow,endplay,False,True,False,1693151340.0,False
2023-08-27T15:51:24Z,134535,Шыда,Жугунусов Мирас,Шыда,spotify:track:0SL5InQfRLwBkhmsBXlCvM,,,,,,,,clickrow,endplay,False,True,False,1693151348.0,False
2023-08-27T15:52:09Z,43769,Ойлорумда,Bakr,Ойлорумда,spotify:track:4V6xeXI8PvKDj9y9E6QWJY,,,,,,,,clickrow,endplay,False,True,False,1693151484.0,False
2023-08-27T15:52:22Z,12080,I Got Love,MiyaGi & Endspiel,I Got Love,spotify:track:43wgyQXc2M9KmTDUqVzugM,,,,,,,,clickrow,endplay,False,True,False,1693151528.0,False
2023-08-27T15:55:03Z,159300,Су,V $ X V PRiNCE,NOVЫЙ,spotify:track:3e4Oiy7Cx0QYelNNPdqJoi,,,,,,,,clickrow,endplay,False,True,False,1693151542.0,False
